mrr: 0.5 qid: 80 914491	2418665	2801584	638287	1462141	2306554	765183	1536925	494752	1619834	1698791	2345554	2966116	211869	1414017	299410	2621627	1777413	184224	1669302	2061552	2751396	96042	529702	2538228	50188	1477104	1172928	2758335	3118362	2229555	2242769	802725	2569208	1338012	2452851	3155699	145349	1304145	3002807	622321	3163512	2375680	1170952	2815421	421504	738085	2949469	324678	2187603	3171957	2674830	614984	1791933	2562799	2386320	1792581	1344599	1182533	2428185	2113083	2410509	626182	2815267	2473998	1588647	377257	1969549	729897	752504	941249	2894674	2189174	2141166	2650339	953054	1599611	816416	3206478	2121876	2632911	1924592	924378	2904939	360753	1119020	1275073	2126833	190464	2214771	2502397	2643242	3037507	3196925	869286	25273	1085681	1965454	2929743	2679621
mrr: 0.5 qid: 88 863864	145185	2421247	404816	435176	43584	101736	1084928	2112203	2149082	313794	592017	2047961	2419695	2675228	980318	1688682	2249883	1403304	2249215	2499101	915455	2996625	1788647	230289	2804763	2215995	1689270	2265833	35220	556932	1519772	16245	1797411	1587162	150819	977246	561549	2219097	2751475	865214	441179	2807272	1066988	2769190	490596	2052448	552525	1610721	2362019	1982005	382655	1658591	1415335	2165527	2630788	2230001	1881752	2777886	976874	2766975	1838850	998513	204006	2736961	2508762	3078095	1211564	325346	2894239	1205201	2058447	1023221	2265986	2652930	3201843	3207637	427044	1554671	1371081	332091	1056451	1716935	2886202	3163331	1827416	869743	1491968	1761834	1259423	315383	2937076	1364959	393074	2069218	1660874	965058	366051	266158	2219001
mrr: 0.3333333333333333 qid: 96 2081146	448582	2652501	2132936	3208523	900198	2764826	1725471	1741070	1505077	1889184	1598376	631996	2839425	2968968	3146442	1694893	402177	93857	1731846	1800484	2473443	2690977	2033444	883222	1836584	3198002	1891967	1948039	1980795	802799	2267235	2706536	429984	1452629	1888504	1779253	2524584	143552	431420	1200272	690748	2590191	2626024	593807	3081412	2797658	600253	460394	1868460	785551	613542	2651909	3205542	1244794	2276128	53016	3170654	1727909	8144	86861	2697750	2761054	906253	3194366	798828	915482	2499200	1183214	2157459	2951399	848451	2348341	646612	2109653	1548669	210695	2368756	2741061	1918420	1687985	488046	1404066	2799875	3077951	938882	2421214	2902476	1304239	3123580	2858133	2679274	277894	602587	2384060	28118	1523621	1492405	1040204	1758835
mrr: 0.020833333333333332 qid: 104 1963414	2056914	2717877	3128485	2067397	2832199	2126232	1396615	2813074	1695092	2481779	2027290	2647112	2629113	1082605	1201515	1757895	1472787	2689603	690242	1129673	1238267	3115860	2613182	2836698	1927131	140296	2512156	2057925	2652655	1166758	539912	1028198	796174	2923178	2825604	3061991	1958581	87826	616354	2412379	2438833	32297	1250611	2208070	171202	2862250	574003	1962533	1267695	1138667	2713864	1618825	3086193	3030668	1712605	1442541	1640867	1267772	1114112	160563	189858	2432019	1892257	2797283	701122	1411587	704185	2412650	2235872	3000110	2714405	427559	711492	654091	1816189	1167834	2494639	2789736	2798773	1345248	2740931	1781965	612748	2403794	547672	424124	2144244	1539157	410415	613326	2492988	373874	195881	584997	2170968	2883655	1881286	836696	1761481
mrr: 0.0625 qid: 112 511088	1784635	2036565	2129721	231395	2181682	1534978	178855	197026	36246	854376	3029147	92125	2809113	75557	2227282	330276	2675126	864746	517354	716611	1252669	539685	3097280	690089	2434845	1527288	1619612	3070495	3153744	3008648	2609754	1426888	2459466	914055	861252	2397314	1463855	283783	2845002	16316	1730801	122982	2652963	1183050	1470317	676257	3074645	304062	1124142	854392	587264	2305050	1577494	2569637	2432351	1194119	1529483	274182	1501759	1446022	810462	2881823	1989667	912266	1461778	2528579	1913338	987602	3093196	373551	1742958	1604804	648743	2895782	871222	2281572	493336	2250775	2928247	3047308	2702255	2337214	2473585	378043	2937675	2605344	866031	1653621	2259594	1902800	953260	1714009	1487442	1311186	899053	2283892	1230775	695843	1730133
mrr: 0.09090909090909091 qid: 120 1066593	2541884	475733	1268907	1382338	779499	2996834	87691	794113	1238356	994722	869417	2349880	1002839	754830	1905624	2229869	333937	2445900	2303265	2073425	1835524	2039239	1219176	151486	1395807	1345101	1689143	2206526	1135803	1136987	2436125	2549646	1731835	735533	1995002	649953	2771774	1869106	1979687	2675620	445837	2132830	865568	3057901	1066891	1304576	96479	2419226	633965	2268738	2447440	800155	2575308	2884628	2449037	2936075	1999065	2357122	1682355	1924805	2963158	1834045	1719421	786387	541038	1483268	3185416	1740610	2424938	2602229	2479200	997068	551704	2306428	707287	2821720	1244402	10722	1092375	907631	3086315	1384730	1284862	409402	748200	1374147	2906426	1486914	2101601	1848997	2642113	2840094	364078	1222730	2454792	570668	54098	2687588	3021443
mrr: 1.0 qid: 128 2425555	1813984	1503725	1163236	419859	1867995	410019	2272229	1491901	3059279	282520	362663	3018357	1778292	2686812	480701	1691239	2163738	2025192	126417	3052976	2285876	1325534	324537	1500443	986962	2018169	469335	826773	1374617	2147769	1922521	1748464	3000593	398276	780319	2309909	1856678	3004785	2854268	474272	91207	15983	1683867	3171244	3198571	56949	2139199	2010327	2317627	642465	2364744	98885	310832	3040103	2272837	822200	1993389	2345512	597535	1371272	2079215	2797394	2733525	1811921	1730286	1871421	707322	2373443	2251114	1339776	1241819	1166647	21901	3069219	2129120	2319656	2571828	2655118	214476	615381	1562159	2684348	2598623	1225786	1008573	2906022	1557554	2556211	882678	788547	463138	3045538	215683	747804	1434250	394128	1027145	9546	2741556
mrr: 0.2 qid: 136 2214746	2840354	775121	1338325	586361	2597410	144138	1933113	2121532	2520543	3055639	1231486	2698387	1390054	511607	1964666	3176399	1645969	1815743	1367831	1198737	2937729	829354	1513848	1484245	6588	1701875	2542331	2641354	1519350	2193551	2041636	1532788	2662200	2133056	1057065	133553	2269262	2256719	901127	1338935	2307026	2415307	2303472	451938	2416175	3041162	1192100	3154842	1843939	234792	1567466	1808758	1088149	3152533	2318940	310070	990957	854789	1539189	2118370	42218	3094709	524647	2625733	702626	657893	2983011	930175	5992	3079610	596703	3180579	801862	1880517	456969	2275022	155176	944229	848688	1870091	2256586	2521764	544597	2922354	306859	3158653	2386243	1448739	1697918	180618	381100	2758211	662790	169100	1965699	1251369	1990267	892982	2138787
mrr: 1.0 qid: 144 891855	2404111	4418	2789067	690649	2769204	2134632	2766223	315636	3123391	1630977	80892	1069168	1188998	1548547	603335	651267	2022132	823994	2172705	2851539	1219228	262564	583208	1624436	1992721	2123829	391021	866162	1409391	2103928	1566522	3142572	206596	1240574	476532	2475399	1659495	158023	52220	647394	189211	1773769	1591956	1455857	1426285	2701071	2474501	234689	172207	1346421	427297	541978	1221522	1916644	2458129	2407555	1748728	2275295	635548	1411725	1397792	80875	1978240	1336258	296298	1880984	858617	3047902	1176761	1479909	1561582	1601482	2261112	2371558	1369600	241733	884671	2510719	1720804	1289329	2112897	998456	2339070	693923	2235372	800917	3051467	132221	1215521	610694	937013	864872	2382598	270493	1072137	2193375	2282518	2413375	1788864
mrr: 0 qid: 152 785997	544372	2015770	30034	1802028	2305857	473793	3185050	196499	1405218	1359814	87631	446979	1976559	1018280	304538	3124875	1678570	532197	992184	2405669	2876429	562222	1688933	1359068	811554	2491705	1390798	2158823	2753249	1540658	2426882	1635445	1442903	698761	1109852	2060079	2279566	2279594	2910816	2643802	1652709	1897188	1886039	2396686	1044962	1528926	366908	1897373	2705218	50986	936056	291817	378265	3058723	975029	3171266	459150	453821	2589522	471813	1619897	2891700	2175710	1549433	2882838	1764198	2044805	882646	1473419	1882153	2766977	791755	2028316	2657309	2179698	1718537	2150509	542687	1371198	1675834	492090	3095147	85969	3102329	481921	2029409	1904268	2620302	329484	544315	1101472	927240	886920	3067345	1521811	2495447	279471	2455312	1320061
mrr: 1.0 qid: 160 1283128	666938	1128127	210721	2777067	198268	1178214	3099168	599887	2465767	1223892	1435043	2274736	341144	1088381	1474342	1787975	2718978	2790817	1503832	1262016	1530547	2651731	792536	778619	2070227	396633	295726	2043486	1072085	1236155	1041262	254694	2915469	649864	2328985	1811721	2710279	2409415	33077	673847	778020	435278	999575	1708175	1569877	2250437	423741	2190062	2823630	700172	2052238	753352	1265096	2993816	770793	2887106	160451	2957422	1790426	1907436	2570427	1102644	2568373	3186683	1604793	3014724	1203363	3071743	2206102	230498	1846606	1131860	110108	1087550	116568	321706	2899819	1025772	2531438	1968759	2113221	1170084	1928882	2634814	2223203	1241934	707325	2918701	977768	1946411	942740	772974	1679206	2891767	1824862	1057344	171856	1592386	1427712
mrr: 0.5 qid: 168 1562099	626467	1563007	2212089	2390002	71733	551555	2924146	724969	259744	2319728	210665	1911044	1436130	1446482	1835439	1342260	91808	182444	2092043	227513	3054541	133700	2144015	2774965	1443059	1457041	1096626	1369897	2105542	1135072	410784	993433	1335460	1284979	2256697	2936275	83006	2171293	2743112	1980864	1832633	1914309	3013065	2301737	2796695	2888574	870727	1745687	2484526	1404451	2929001	1920519	1483445	529712	1370093	1577480	1579073	2295049	1425274	1177856	154328	2900435	3028159	500920	2022186	1945421	1748337	792159	413784	359943	2896463	2159399	410004	1612324	2182817	618164	2054342	2390089	561994	1110019	2892972	1530256	416349	1157978	1811727	2770871	1299275	2640218	955032	426303	1752573	2682491	1790177	3210238	925967	29852	1808697	2123591	3099104
mrr: 0.5 qid: 176 2198754	495725	1409771	3213024	1168769	1553310	1872283	2949702	2522259	404881	1742948	2703197	2325055	1068214	1692229	692078	957347	199771	3109905	279407	1197899	3003097	3003190	1280278	1132552	2172294	925873	1603452	1920374	937251	2240186	359652	2352077	2674440	2827769	965333	2480581	2143927	2600680	2862924	128769	492040	942612	3013201	1593352	1646750	1724981	52491	2527131	2297777	2757767	13886	1547744	1463723	845290	676322	1041837	1232255	1183062	569058	748099	3079329	3140126	1045074	936908	505221	1938833	1827725	757887	2769298	873069	1656419	1400148	1007332	2276207	2500167	2541957	1676023	691559	1385348	1011791	2337822	2358816	9589	1994169	2472490	2743527	888064	1159325	2967157	1112339	1271498	1085556	2244497	1679976	2206130	3156560	238548	1520608	478420
mrr: 0.16666666666666666 qid: 184 1347123	297334	3201612	1818185	2460550	2294665	851629	547521	1063066	3160896	434444	2893159	1050269	2248817	405158	2610689	1758278	348902	510816	2206193	3141703	2119135	1641657	672985	2801115	1045040	1953479	94092	2810581	1293694	871807	503260	1366267	2231685	598699	2297050	2080938	1434161	2882927	999556	2187098	1997995	1084039	2675262	1704177	1958982	761139	2370158	2223522	1246307	3080397	1508718	3118517	1038300	3120624	245752	2957823	807245	68196	1511009	2786760	1482749	3000079	279253	935057	1496469	634119	962306	2546170	2703931	464367	3196742	1897462	2444908	136974	566378	1837322	217541	10929	1510439	3015536	760974	2730079	1527419	120816	531126	3020552	2038740	1481904	325091	1863054	1711289	1294387	1210775	1274506	1663976	2515693	1633318	2087224	1922517
mrr: 0.25 qid: 192 3120418	1385189	2340953	2413681	970121	944878	1837285	2983441	812982	2348164	2279448	1023645	322338	82684	53721	548582	438161	1086001	2257847	117353	1633848	1592212	1917117	526699	173894	425497	2633541	430928	2090485	399029	1897820	190288	1967621	2981887	1961080	2398517	3104368	1826758	2638076	928873	2570165	3006143	2993702	2591013	635148	211503	2038352	2850065	2000796	3157242	2148318	2519027	163841	1456221	2371275	40395	2878547	1083643	1853703	756377	2347094	1506814	2485620	522536	776374	2838431	712733	414446	2214832	1220219	1176774	1910401	1835782	2100722	617917	2265088	1488442	890754	998909	719295	1346381	3147226	450884	1404782	2089417	711739	107107	2428551	2069351	1420615	717352	27700	1275882	2117373	1185465	2028306	1493930	1554111	1150727	1563226
mrr: 0 qid: 200 2269936	2731553	2487527	239003	2891686	1435031	2834571	563382	238119	1415851	186375	2717886	1174111	2343134	831621	1832509	984485	1926316	1768235	426542	3070169	1997036	120382	1067598	2259034	974233	829675	3170260	1081988	2932563	405892	3158544	1111144	1726749	1319505	1518078	2724054	3005811	2692632	2751654	2377403	1076752	2994533	708428	1689780	2187866	3071733	2213400	2931323	1955559	1682807	2712869	815592	104812	255084	2512009	1448302	1890587	1139313	3103768	342901	2590326	510557	1373433	25485	2548663	888492	1689814	309215	1723373	1039685	3005361	1062107	1645604	2868138	435188	2194029	2853286	2987999	2919866	1826141	100519	1906086	3005663	1886669	1664969	3180214	516566	887347	1147579	691853	858469	744036	2105979	2907764	1258888	2101505	819134	558290	1470679
mrr: 0.2 qid: 208 392545	124	1133573	2296673	1263285	3039210	2477458	3104431	2600641	1720904	3129792	1505190	916786	1272435	218222	2231554	2592511	2618370	3055469	1657135	1103834	2691626	2463995	80061	1417565	1981381	2317805	475957	2481932	1853190	2640622	2239899	1817296	1601416	718307	1835920	3192583	764663	897517	2841117	2927204	1815252	1671142	1075812	1632432	1853763	2735585	2099830	447164	525465	114525	1598887	1306032	1319084	931121	2738209	3107990	3081593	1773360	2896539	1710893	2482597	1418628	2063734	2991554	191674	2576279	2074759	213727	656787	2389352	632265	568816	1375250	2133974	2086582	3140073	766889	559476	2472672	1915403	3097015	1706656	2877963	1381780	3105162	1193955	3102357	1462191	2236304	156052	2475310	264815	1933342	2889771	2009061	2341186	1121054	96754	555546
mrr: 1.0 qid: 216 135363	1105587	903303	2408619	640900	1944642	2340706	259425	1013780	1635830	2507863	1511325	627666	743808	128769	2914345	1926248	805434	203477	812892	1960136	1541606	2528332	727828	547084	401946	1980337	2961893	2463702	3094798	589179	2995388	3110542	1214808	2315169	2025109	2368383	2856394	1540652	674358	2739073	2332369	2946640	1887824	1491030	2647125	1140594	3029082	1517509	2716950	2890856	716243	2146510	2729318	1050266	245019	3055356	1825071	408463	1983285	649401	2361221	1368553	2848094	2593262	2693999	1909850	592275	85692	2718059	2088031	1992726	2334167	379327	966732	1912205	233819	2711160	1732968	1420909	2802270	3100169	2817287	519606	2347420	199339	879658	1959098	252731	3149483	1831045	3094411	1883346	1543992	1864606	2743720	223608	887039	2743527	2586388
mrr: 0 qid: 224 1937541	34079	1146441	1339010	3078098	1696574	1506982	24764	403903	1269659	1022848	2675338	3094821	1576015	2664270	3094273	3159242	1904710	1267339	1656008	386419	1815659	55033	65963	996025	2784785	436408	1975962	2237527	114707	819519	3205913	781545	2617879	1274321	1285724	812533	1846116	1159067	782430	802726	177108	542259	240012	2660442	1302645	1462878	1742102	327684	1986190	3001255	1355121	1943695	3025878	161165	2323438	1327405	3199709	326311	1895346	3117694	3126819	41405	797649	147550	3036421	2963059	769800	2962446	2378569	671656	988491	209457	1986755	3001824	456185	1311000	2413996	1928063	1329041	2898912	2006995	1465331	1788346	1074238	1850845	2387400	215330	1345421	2315652	844261	466354	1825962	564765	1507785	1698277	1937302	1452913	2834487	1320732
mrr: 0.3333333333333333 qid: 232 2926818	829569	2658941	192210	1991062	2649588	817209	2945117	1441541	415015	1286298	763639	577751	1714121	1619086	2208959	1369596	1435936	1749430	1245029	258001	602815	2867341	2026796	2677244	2703217	981588	2468589	1881324	1678139	114255	2075498	2349816	1053609	439843	2554453	745011	1283758	3193457	241069	193460	895009	1702489	2843626	1902429	86178	2506385	1837833	293252	66751	3039407	2536812	232783	2550373	1136233	384414	144298	786585	2739	3131796	1808587	1724460	1476842	3102380	1838731	2349001	1867095	1322375	2718074	1101336	2467546	2645713	2441901	628540	1759260	1154106	1848600	15570	978354	2928433	1421192	2359411	2824804	959848	3189745	569246	2463639	2304637	909199	117560	1502594	570216	1830876	71649	3030994	2166162	170644	2069146	1789392	1352425
mrr: 0.5 qid: 240 1917956	1838912	1342884	1271664	2178497	2253886	75999	2527350	481550	1149958	2020661	677422	2901438	262211	3212717	2671164	570882	1547074	2904656	49169	207533	2838449	1922041	2602527	1994279	1517784	1711576	1700294	334410	1208266	1818823	2444339	1196009	1024113	568141	2347376	1290861	246232	1731784	1530791	1593995	1111996	742778	2105346	916693	1837329	910496	1360394	2338997	526279	2252232	121137	2311206	1371260	1554857	2242783	252770	1964885	2608625	2545696	240158	841627	513907	408620	1546315	1291042	1536533	306982	521839	1910667	2315050	1521376	1494636	459796	1725793	1020167	1318075	1188860	1321114	1402632	2520738	2470062	1723277	548392	2083168	2301716	2913136	260286	2674718	1308048	1509399	1150762	3200867	1189960	280075	2074154	891797	1313583	1944386	1478183
mrr: 0.1 qid: 248 2029148	359648	2851184	2729839	2402843	1101748	1449288	3045971	644117	1265402	1725110	1923740	1905064	2542142	292395	978316	955225	987584	428431	1229838	1270941	466672	543420	1303990	154517	811169	3167199	326819	2372911	1406762	80257	2409010	2638403	337187	982361	1344405	699129	2877855	1216494	1367818	1773253	2577436	790501	1799655	1115715	1505408	982595	702801	1012865	1298873	2075241	1919883	1224396	1674257	1104618	1048716	2106306	816766	2661900	942933	2509289	1758549	1343081	893249	1809113	2675704	1317111	1409788	1835350	954482	2130386	1215211	1970142	1098381	1501075	576471	2707753	2610749	227759	1447520	2572064	2026435	1601559	2128597	3174951	256515	855316	3127811	2689351	2134116	2534754	2942932	750887	1852071	3013255	863389	1240599	214489	1704653	1068359
mrr: 0.07692307692307693 qid: 256 349736	894663	1515031	1168141	1528008	1547217	2986455	641717	2031295	2775789	260144	2930738	1103931	739700	2108858	2500010	1493205	1069312	1350977	771626	2750790	2761679	2998916	1516173	11528	3007865	1814272	2856354	2790031	2352762	2651439	1760248	1567445	909181	1993317	2978585	948323	1564577	1239641	2406826	617900	2337194	1553208	597306	897749	2393568	1902432	2558543	2875938	136930	404846	2894693	1333359	2381147	1190740	2631225	753859	561974	863521	815664	33078	1108660	2276370	1808114	3108975	140537	2753749	317083	1705267	425967	2173163	235785	3152984	2949370	3025193	2655002	1177600	1750728	975842	2110359	2187760	1253091	2996881	599022	2553987	1579363	1135869	1292713	1623383	2584089	1864773	1746228	456577	2751710	2464095	1592406	689119	2724438	1089749	209824
mrr: 0.5 qid: 264 1037542	1219865	2652096	3035452	1989186	3092527	980580	378238	832654	1847021	1804747	2036268	1076094	2032693	924111	2444817	3104157	100146	2382187	2905626	2738106	1118302	1980362	1570934	828961	761537	2637809	2487571	994174	980403	1404322	741160	1966962	917902	2365616	2331394	629335	1772554	342179	3110874	1402387	206986	459651	471461	2647901	2630459	2272975	2719168	3080167	56638	1443	1661928	2515466	995070	1382772	975197	2505390	78525	55357	1831569	1462213	1073826	71736	3024235	1854832	1789077	186249	2490980	755899	1170485	1335435	1734562	2230307	57049	2801467	2164497	566419	579345	2393223	1640954	1490541	2390813	1097668	2757260	2030855	2205065	3130997	1575993	1877769	2778380	2111027	829301	758513	1786779	3081541	1171085	379381	1379158	1079665	257929
mrr: 0.05263157894736842 qid: 272 1298605	1228137	971938	1883370	158838	3132731	1773098	1974734	1303554	2801125	2903432	2987879	2724304	339802	2226260	997822	1214407	2784205	1137858	654554	147680	1763163	998662	267618	2031342	1119644	1024791	2349159	1704368	2978464	814114	533553	404920	1170546	2798956	2274385	2819012	2826683	216313	3121938	609274	2491529	1603542	830448	2303843	1275856	3112025	3131500	1046612	375553	955372	2801764	2330865	1162345	2493357	1571491	1076467	2884775	3173665	826400	2141556	769068	814199	2273647	2303171	2287401	3143501	2693447	1349517	3011110	2571095	1833506	2054572	2844377	14354	778915	1711490	1984714	1149314	3171204	2806702	2627990	3180559	500217	2474240	2269748	1454275	2030988	1579922	1291757	450788	73162	2630558	853917	1829703	186055	665664	180020	446295	2727268
mrr: 0.5 qid: 280 2414233	1461511	487920	2056321	2408378	42774	1566272	3063971	2264140	145769	1400947	937288	8997	94703	382670	2029185	3137098	1418289	614050	2133174	2192202	2606204	297892	3047269	2709654	1498019	1097631	1585671	329431	564002	2357716	1286028	603176	2095497	1372772	149231	1250528	690480	2378481	2019039	2239577	636815	1588758	2305135	484017	1879275	857958	1369282	2453677	871064	584664	2555681	1158607	2730519	1242627	695523	2962134	3066	1489409	339126	189493	917715	1364357	2583126	2661944	1791696	1467980	3054841	2948751	1694822	3142798	665162	2732789	1283801	2313006	1408372	2242688	2162412	2187816	2724479	1645303	244558	3140226	1047670	1123873	193060	1424513	2365303	1338476	998578	2997967	660504	1403281	2247301	2110136	1737926	2494396	3072657	2314632	3158337
