mrr: 0.3333333333333333 qid: 80 765183	1462141	2418665	914491	1536925	2306554	494752	2801584	638287	1414017	1619834	2345554	529702	299410	211869	2242769	184224	456740	802725	2187603	622321	2452851	2758335	3118362	2702953	3155699	1338012	2966116	2141166	1359231	7143	283555	1698791	849799	50188	2229555	1182533	2562799	2621627	1477104	2584001	2466027	3084094	1742679	2878383	1119020	2244411	2929743	3142443	323944	1483236	2386320	2256869	1669302	2403030	716048	418227	2230444	2690203	1138611	1275073	945042	2579132	1138080	1743624	2527902	237851	576902	3037507	1924592	1304145	2569208	2695112	2632911	1777413	694565	618510	1138464	2815421	2255561	2195121	2815267	1853649	421504	2928421	145349	360753	1618726	1510362	1887026	3148441	941249	1914164	2267306	2375680	953054	1080318	2061552	783582	2189174
mrr: 0.3333333333333333 qid: 88 863864	435176	145185	2421247	313794	101736	2112203	2902337	404816	2149082	2514341	1184229	1688682	2379307	43584	386086	1548533	809195	2095088	2852268	1271671	2249215	287428	2958726	3187881	1489299	475638	1119449	2043025	132523	2543659	2661041	915455	1404318	1087258	2675228	1728397	537386	2125535	980318	2508762	1355695	1565555	3000799	2667893	1040134	2630788	1180025	1119989	84589	1084928	2388288	2219097	1519772	2949487	1288059	1974484	2419695	148092	2890028	1957478	1554725	704678	1720810	1219045	1575288	1346688	1120086	1932615	1307842	1006210	1495530	865214	592017	2568968	268207	3131211	989310	2910703	818445	956810	1194354	52744	1823407	1556588	2648447	1554300	556932	435022	763164	7712	3152415	3041995	1982005	2678250	2942258	2391256	2499101	2187036	972707
mrr: 0.25 qid: 96 2081146	3208523	448582	2652501	2132936	900198	1741070	1505077	1889184	2764826	1725471	1598376	631996	1731846	2968968	1694893	2839425	1836584	2473443	3198002	600253	2033444	1800484	429984	402177	28118	2128349	491308	3146442	1472718	1492197	1980795	2761054	2083621	1916223	2413083	2524584	1316399	1918420	226782	1977901	736819	2804331	2766815	2348341	2466276	1200272	1183214	860823	1888504	2020306	1133877	64662	2612862	1157515	1488048	602587	1164663	519647	3082631	347481	2823281	1642409	2906867	1271489	2569659	1329065	2267235	2221614	1287147	2706536	710481	2054827	86861	3061740	2309036	1890755	595407	2951684	883222	155729	53300	1416922	552557	2157459	311776	2797658	874948	1940719	2780265	1020358	2797370	2223272	667855	1932636	906741	2572521	2152098	2690977	265557
mrr: 0.02702702702702703 qid: 104 2717877	2056914	2067397	1963414	3128485	2481779	2027290	2836698	1695092	2813074	690242	2832199	2613182	2126232	1082605	2629113	2057925	2647112	1238267	1201515	140296	1396615	1129673	3086193	1028198	960142	1250611	2713864	469929	3061991	32297	2652655	796174	1166758	2923178	2412650	574003	1892257	3115860	1781965	160563	2689603	539912	1138667	1962533	1451197	1442541	87826	2740931	2498072	1216071	3212470	1927131	1712605	1761481	2322544	2494970	2744700	1179169	2537355	2435638	2512156	1618825	812476	2977193	3000110	3030668	1020621	277051	1472787	3053132	2406227	533315	116695	71609	2081258	1207595	1834120	547672	330685	2076006	2539084	235866	2438833	2790748	2618765	1246786	658024	176926	1232394	1247347	2812792	2950176	37244	2554581	1745422	2508015	612748	2862250	2395940
mrr: 0.07692307692307693 qid: 112 864746	36246	2129721	2181682	197026	854376	511088	304062	231395	517354	1534978	914055	2227282	1463855	2036565	283783	75557	716611	2809113	2675126	2845002	3097280	2609754	1124142	178855	1619612	92125	676257	2397314	3008648	2459466	3070495	1426888	2652963	3074645	1470317	1527288	539685	1529483	1230775	690089	1577494	2432351	1784635	953260	861252	274182	16316	1252669	2434845	871222	373551	330276	2305050	378043	2928247	2881823	854392	587264	2528579	1730801	2281572	1461778	122982	2895782	3153744	3029147	3093196	987602	2569637	2250775	912266	2608434	1470164	1183050	1927407	1123304	1501759	1274953	699349	2337214	197475	2473585	3047308	2946828	1446022	1298006	987556	2781251	849647	1913338	491791	2937675	638000	196850	1597537	858646	2504080	3188611	2425894
mrr: 0.25 qid: 120 1066593	2541884	475733	994722	2821720	2996834	1268907	1382338	865568	2039239	1219176	2906426	2206526	748200	2436125	2349880	779499	2073425	2453758	87691	794113	541168	1238356	1395807	2283200	2675620	1905624	3148953	754830	1091895	2788261	1145396	1689143	2231433	1835524	2229869	1135803	2899442	238038	869417	3102515	2626593	1618468	1943461	2964591	2445900	1979687	3057901	2063161	1719421	1152350	333937	51170	2549646	2395493	1601372	1523409	444040	1034684	2608168	332160	2447440	151486	2575308	2485006	2947602	3183716	54098	943120	1084113	1931711	1001143	1304576	1610652	2101601	1740505	2541016	661157	2315165	541872	3027842	2992111	2008756	3146489	2911398	1790972	2303265	1206227	1094283	399149	1002839	207980	2023610	1331285	1922353	2963158	2161743	2450176	2642113	3185416
mrr: 1.0 qid: 128 2425555	1503725	2686812	480701	2025192	3018357	1813984	1163236	1856678	2010327	882678	91207	2765160	474272	2272229	134128	1259647	398276	706512	1853586	1411627	704953	3052976	2691927	986962	324537	2032404	1921572	1115451	1707959	1021811	2971650	1922521	1562159	2308555	2231456	281045	2345512	3052580	1370587	3069219	3061058	126633	2525509	630048	3115483	896071	1476357	2250578	362663	2103430	864122	3059279	2147769	2285876	1924945	788547	1597975	2151780	1604304	1365028	419859	2082959	2147888	2064379	2784020	826773	1510361	2319656	1468443	1080613	1988473	2513516	2103788	1867995	1008573	388901	2474691	3213681	1123426	98885	50461	2351391	2317627	266653	428623	1325534	2850468	1030931	780319	2515860	1316476	2111630	3163150	809034	1374617	172638	2344300	2025457	2995738
mrr: 0.5 qid: 136 2214746	586361	144138	775121	1231486	511607	1964666	1198737	2698387	1367831	2121532	1808758	2542331	1701875	990957	2597410	1933113	1484245	1310168	2010275	2662047	1645969	829354	2608600	2840354	1027590	1050156	1815743	229438	2641354	2193551	482809	1448739	451938	2370046	1902442	1101607	1390054	625201	17060	2520543	972579	2415307	3055639	2293387	1695519	1284726	2909283	1024934	915779	2851923	2307026	1736987	618508	1056797	816276	1519350	130059	1965699	1874356	700806	320581	1553884	1653316	2116610	1338325	854789	1707356	1261947	3176399	2101552	2708659	2415950	2449149	2297679	1730934	962050	2809048	2848343	176437	2311038	6588	2687674	2416175	1867046	2269262	3002706	2044679	1513848	2694599	430899	1730605	3095684	2516019	2339499	2303472	705904	3094709	1960287	3105463
mrr: 1.0 qid: 144 891855	2404111	4418	690649	80892	315636	2474501	1069168	2769204	823994	1188998	2022132	262564	1630977	189211	647394	2172705	1548547	1409391	1992721	1426796	2789067	2275295	1334967	1479909	603335	3123391	1346421	2194058	2134632	864872	2123829	1591956	2475399	296298	998456	2766223	2840037	1844783	1304783	3142572	2701071	1219228	1776532	1916644	2664562	140646	1642049	1873995	1566522	583208	2851539	2413375	476532	388266	241733	2767122	902540	2584372	2878915	2988587	2199150	1426285	1039161	2390640	2112897	2991092	635548	1758810	1241346	317490	2788908	686960	3068092	1221522	1962769	1772644	234689	370648	2003281	1371507	693923	1123587	1455857	853451	457368	3194037	2267179	2039780	1486190	1522691	2484655	2320507	3051467	33737	3929	1478178	937013	2712911	687275
mrr: 0 qid: 152 2015770	785997	544372	446979	3185050	532197	2876429	304538	1405218	1836303	1802028	2028316	936056	1688933	329484	30034	180101	477963	2279566	2910816	1018280	1549433	605509	440219	2758657	473793	1359814	1635445	2705218	2238309	3102329	3171266	1837018	1652709	1528926	544315	2620302	1678570	838093	1657199	279471	3124875	2045093	1500308	2305857	2158823	2029409	1777762	442307	1377895	2869230	934553	1048307	1976559	1044962	2879477	3067345	515964	3146734	2491705	452265	2766977	2396686	2657309	542687	2108113	258443	2753249	219780	1659077	1736498	2491198	185841	562222	1780164	366908	597941	1526699	19296	1472151	1436419	1192854	1901666	1182962	1371198	1489990	1897373	419356	2431271	2126608	2963290	1378968	2231948	2742475	966018	106596	869005	2236006	2175710	122036
mrr: 1.0 qid: 160 1283128	198268	599887	1178214	2465767	1128127	666938	2274736	2043486	2651731	1435043	2718978	1262016	1811721	2915469	770793	3099168	792536	1503832	210721	160451	3071743	1787975	2070227	2790817	2993816	2250437	1530547	1279634	520472	341144	778619	2052238	1991853	1793134	2957422	649864	1223892	2409415	1041262	1087550	3105802	2092371	1592386	295726	140901	1194335	404558	1911446	3018643	707325	2113221	555270	86668	71548	1102644	2194087	377870	3037497	106654	6388	2328985	1427712	1708175	2329630	1148392	2777067	1437526	1805212	171856	1131860	991238	2929004	2770487	2403669	410281	1378371	2906073	758487	1248511	2150007	321706	2324421	172500	1485685	468076	1113401	2568373	1559567	2793822	1070681	254694	87794	778020	384029	210742	1881658	1203363	1569697	1856054
mrr: 0.5 qid: 168 1562099	626467	1563007	71733	561994	2301737	2892972	359943	2047144	1078078	1565070	3181446	1248658	76952	502476	1484778	1842908	1475693	3005944	2459379	2291432	1527093	1969075	136584	2805545	110815	591219	1098459	102474	1372372	3093235	818008	640972	741939	1468205	1880201	2228549	1691714	2970800	713146	387791	629249	1849661	1790177	1762502	3122977	1442543	831748	2652674	346470	1072881	2174658	556789	2601109	179116	828851	3012110	1812151	788947	2930001	962536	1896123	2987762	2839989	973180	1861696	6209	341648	943481	2066810	2791143	2052572	2083094	2212089	1994113	1005840	2280971	3073375	1269568	2000996	1896629	1494174	2568255	242865	257307	3169924	484806	2861952	1792237	1281214	3103362	104927	2806734	1528311	2721755	1379119	1284979	887420	1436130	3123059
mrr: 0.5 qid: 176 2198754	495725	1553310	1409771	404881	3213024	1742948	2949702	1168769	1872283	199771	692078	1664061	1280278	2325055	957347	2522259	2703197	3003190	1197899	845290	2769298	3003097	2472490	182407	1132552	2244497	2285562	944583	3109905	1068214	98667	1793803	1464924	965333	1585910	1298020	769734	1228389	457442	1379058	1994169	2172294	2309782	1639246	1112339	1183062	1835449	478420	2786650	2877563	249118	400278	1085556	2544345	2279883	1068407	1424678	1938833	370512	1781575	2276207	2869337	1570156	807550	85716	245019	2757767	2035456	2219174	351868	2003782	2133285	742476	2747713	2689801	1920374	1603452	598288	2702981	1855849	1006469	698567	1129819	380846	1464156	135070	119256	609408	1679976	2240186	87839	2117849	2239498	1629109	2775990	1500677	66348	2426654	1305730
mrr: 0.16666666666666666 qid: 184 297334	3201612	1347123	1818185	2460550	2294665	851629	547521	3196883	250731	2704154	2546719	2119135	2639793	374898	2841576	1449652	142325	2515693	2801100	1414242	707886	148483	1457632	2595985	776789	1896303	1187583	1468976	3105226	676929	3212810	2071860	1320557	1188734	361234	1455899	538493	2893009	2893159	2610689	1760193	2473259	2944440	1089745	2660815	1963895	733157	273720	909414	807245	497392	1317710	1207306	1218219	1422798	127404	81060	508780	2663733	2706137	138941	2370158	1510439	1947199	2335371	2832699	2404048	2240695	2118231	1892140	246320	2591138	1622221	2200999	650405	464656	893724	1028090	876291	2797603	1377337	3196742	1278307	1841017	887776	642149	2440959	381277	105559	971829	1746374	878471	2236255	501884	2400710	2863619	325091	1300259	2290563
mrr: 0.5 qid: 192 2340953	2413681	3120418	2983441	812982	1385189	944878	1837285	970121	2348164	2636557	1450574	1881127	1633848	3103264	1281724	1239541	2482793	2284935	617917	2137568	1318605	2265088	641483	819366	35564	1456221	286866	191743	1830406	1054366	1937964	1210872	717352	1173728	603692	1305861	757623	1215633	1966727	2390490	645157	909958	919454	2981887	2789697	1659867	2114788	1030319	1873681	2246599	1083643	3106667	2325531	657895	1989220	2072838	1246712	541300	1275581	978147	1592212	2279448	2552776	64864	1976221	2380344	2589591	1669250	576457	2799129	627280	2446769	3118414	1771886	27700	2400770	1198141	1729939	1149154	2589068	783270	2204062	193820	2146646	1220219	1346381	2214148	3157242	1034351	268014	1022980	2171781	1574823	2321640	2537180	905880	1074668	217239	307807
mrr: 0 qid: 200 2269936	3158544	1435031	744036	2259034	1448302	563382	2343134	3005361	2487527	2891686	2717886	1926316	829675	1062107	1814504	396068	1726749	2139317	1787436	405892	2932563	1652105	1138438	364793	410923	440389	3202216	858469	1111144	1067598	2981222	2658940	1356608	2060948	3089551	860535	342901	714411	2716947	2415732	2834571	888492	2184542	1884124	1754759	486185	3162357	3005811	984485	3097483	43950	2224625	239003	1094351	766938	1477287	1081988	2957624	2192245	1832509	1666805	186375	387651	91989	2886142	1415851	2589869	1682807	373954	198273	267877	1223857	691853	1575077	2230131	3071733	2548663	1653258	2731553	1003018	479421	2270310	1271226	1383276	1448217	3019613	2164395	2734589	510862	2583194	2316066	360009	2179171	2692632	433647	333880	812694	7416	1907881
mrr: 0.16666666666666666 qid: 208 392545	1720904	2600641	124	1133573	1263285	2231554	2477458	916786	1853190	2735585	2296673	1075812	3129792	218222	1417565	3039210	2927204	2463995	1505190	1657135	897517	656787	718307	1981381	475957	1817296	2317805	2063734	2640622	1272435	2592511	3104431	80061	1418628	764663	559476	2481932	3192583	645458	2889771	1103834	1933342	2731150	2236304	1632432	462215	3055469	114525	3081593	2389352	213727	1598887	1020129	1319084	931121	2816675	2841117	525465	2475310	2239899	2989399	2632007	632265	568816	1886253	3097015	2099830	755817	1853763	2472672	555546	191674	2698899	1199308	2618370	1381780	1121054	1891255	1433498	1556493	2430337	2673166	2591011	2691626	1790303	766889	1671142	1710893	1306032	3102357	582489	447164	1193955	3105162	3088484	3140073	1706656	1815252	702964
mrr: 0.5 qid: 216 2408619	135363	1518901	1788730	1013780	2340706	903303	1105587	2378874	259425	627666	1761623	3149483	1635830	3110542	879658	2703882	1106308	3129328	2559700	356158	1377168	716243	1663049	855546	1238273	1232861	2577665	2856394	52832	3094798	1960136	2914345	1367497	1887824	1435079	58907	1540652	459727	2065985	2946640	699087	379327	480246	630030	283568	104928	547084	2004051	479472	2328199	979256	743808	1732968	1017634	2848094	1541606	2683791	2693999	2510152	450028	2674476	2146510	3174007	574941	2182121	1168344	1740500	1520073	477937	2539488	673151	2461400	3143058	389258	1926248	1255586	2222408	203477	1871830	1417842	1511325	59876	2593957	956131	1050266	2582903	1408007	3173828	1177748	3008531	3029082	1337345	2837383	820657	1699620	223608	2862789	690865	1427276
mrr: 0 qid: 224 1506982	1339010	1146441	403903	2237527	34079	819519	2675338	3001255	1937541	24764	1696574	2784785	1327405	3078098	3094821	2617879	1815659	1267339	1269659	114707	65963	3205913	1022848	2323438	1742102	466354	988491	1452913	3199709	2962446	781545	1159067	1788346	542259	3020192	3001824	2720179	802726	1656008	1895346	2413996	2006995	2963059	456185	2287305	1664349	2259067	147550	1507785	1242888	1393542	1320732	671656	1302645	1089651	1132358	1529270	844261	2664270	2378569	3166624	1345421	55033	1975962	2814629	782430	177108	2243065	2253321	1074238	1792068	1285724	3159242	1250870	1576015	2559570	1825962	436408	2660442	326311	1567624	3116795	2377081	1906786	851845	1872258	1465331	1215925	226479	809162	30791	1435882	1179755	1095843	2184041	1129197	1724219	1986190	1937302
mrr: 0.5 qid: 232 829569	2658941	2926818	192210	1991062	831139	1369596	2151098	1938348	2051554	3166335	1828716	981588	517742	2408903	2446539	794423	2868579	2901397	1473481	653277	383291	2710377	1232846	3140642	2118497	2366882	71649	77629	3030994	2473598	1637687	2009790	2513699	593820	1263446	1953432	201532	113862	2945117	1292804	2479352	1820329	2182531	1191451	2777287	1126715	78730	2587830	1303653	3030909	437665	3189745	734202	2962467	2563323	1032524	1318739	150388	2623511	2413169	2567379	1644259	1365846	2296588	2272490	1286298	2048725	1036227	1064728	59256	2687232	86178	2560326	56832	532497	1226616	3134803	956777	342258	3031253	2195656	2342546	1609243	2515386	2982205	1749430	1240292	258001	961700	2886022	839712	2375176	1432714	1537323	2553276	2835104	962750	506990	717000
mrr: 0.5 qid: 240 1917956	1838912	2178497	2901438	481550	3212717	2527350	262211	570882	2347376	1111996	49169	2671164	207533	1342884	1149958	493937	1547074	2311206	1517784	742778	2020661	1593995	2253886	1536533	1711576	75999	1994279	1271664	1402632	1371260	1208266	1731784	841627	1521376	334410	1723277	252770	2904656	408620	1910667	677422	891797	2838449	121137	2913136	2563142	2338997	2602527	1196009	910496	568141	2416648	1290861	513907	3200867	1020167	2088032	1024113	1546315	1291042	2083168	1494636	1509985	1530791	17150	819559	240158	1818823	620604	1360394	1311339	2252232	267707	3136189	1922041	1191767	1554857	2470062	451487	526279	1944386	10815	2336289	185546	1964885	1725793	2301716	2610126	449779	1837329	2074154	2719983	1312853	2913242	2816243	306982	2411620	2942344	1308048
mrr: 0.25 qid: 248 2851184	2029148	1725110	1265402	359648	1229838	543420	3045971	2729839	466672	1923740	1905064	1449288	2542142	1303990	1101748	1216494	1270941	644117	1344405	337187	2372911	2402843	2409010	292395	2638403	428431	154517	326819	1406762	1505408	955225	2877855	699129	987584	978316	982595	1773253	1298873	811169	3167199	982361	702801	3176423	1758549	2675704	2577436	1919883	2942932	1098381	1447520	2411232	1879910	130315	2811649	780653	1799655	1462517	1124848	855316	750887	1793258	1115715	1970142	3057352	3120148	80257	1260652	1149661	893249	2575396	1565457	1801375	3127811	2134116	1946155	1501075	1988927	835065	942933	968863	816766	1704653	2610522	1835350	2128597	954482	790501	1409788	841629	1216561	1017727	1817844	737859	2512732	2914896	1367818	2689351	2785717	370527
mrr: 0.3333333333333333 qid: 256 349736	2986455	1103931	1515031	894663	641717	689119	739700	260144	1547217	1528008	2856354	2031295	1168141	2775789	11528	2750790	1692918	2381147	1493205	561974	897749	1922335	2500010	2875938	771626	1069312	738730	1359122	2790031	1427199	1516173	909181	2930738	1705267	1993317	1239641	2761679	2998916	1135869	3073036	1760248	488678	2655002	159114	1089749	992380	400473	1750728	2978148	1317975	601597	3007865	1253091	1350977	404846	328838	2187760	1776674	1564577	599022	2007534	1669338	597306	2150839	1346996	1177600	2633714	1202942	3152984	2894693	3113392	1071051	2406826	1567445	184950	285154	2108858	24351	350686	2367662	1538790	1537610	1625845	2337194	1902432	400483	824615	33078	2729395	389935	428846	587140	546537	3008673	2753749	2072921	911486	3128601	899100
mrr: 0.5 qid: 264 1037542	1219865	2652096	1989186	980580	3035452	2036268	3092527	1804747	1847021	924111	980403	832654	2444817	2487571	3104157	2032693	2637809	378238	3110874	1661928	1076094	1462213	2905626	1118302	1984107	2738106	761537	994174	1098556	566419	2647901	2365616	1209269	388046	55357	1632097	100146	2331394	1280621	1080508	2819679	1831569	1966962	629335	291603	2630459	2390813	2858300	1402387	1404322	136505	1772554	1275560	1570934	2518689	917902	3169920	1980362	3185315	1097668	1170485	828961	1231717	206986	32396	2313620	1079665	407597	273782	1894909	71736	2690879	459651	840785	1749635	125706	2272975	2497548	565279	3026548	1073826	1338153	257929	2848371	3116535	2525865	2719168	1149892	345126	1382772	1509283	2164497	2664904	1422725	924041	569736	557508	2384846	246044
mrr: 0.05555555555555555 qid: 272 1298605	1228137	1883370	1773098	1303554	1974734	2903432	971938	3132731	2724304	339802	1214407	654554	158838	2987879	2801125	1763163	1137858	2784205	998662	1119644	814114	1024791	1261128	216313	2274385	919756	3180559	2226260	147680	2054572	404920	2233259	997822	2057778	1046612	1224023	2303171	1275856	267618	1059468	2105992	849494	296003	3110830	902526	2703272	3061101	1286490	2243760	1677798	640671	701929	2064191	2349159	2191032	948552	2693447	2923738	1630253	857690	786680	1026348	1329019	2475422	291010	1769743	859230	1444792	331832	1709547	2287401	579580	2535613	2329797	1805619	362029	71823	870951	2716909	2330865	2488638	1951548	2978464	3169858	1842300	297434	284127	2324538	530242	83724	1519334	159542	1784720	3052176	2186273	2150832	61481	1659202	1651049
mrr: 0.5 qid: 280 2414233	1461511	487920	2305135	2056321	767359	1566272	334210	1242601	141702	2408378	1489409	1030451	450040	99288	1825922	2087986	2447822	2480765	1487079	2102670	1376036	1588758	1000164	2027020	2283178	329431	1863551	2503344	1400947	1981697	8997	2986274	2043909	254667	1516283	649791	2096566	2988267	1384475	1153187	1291822	457998	1384679	453909	505340	576326	1088999	2492578	1097631	272623	2187816	1483983	319060	1286028	261694	873118	3174210	951120	1678358	1935310	3158337	483765	28117	2138114	2281411	2365593	1788400	976283	2948751	1955333	520293	142338	605939	3099891	2303428	2978437	2379223	263083	3072657	828333	1338476	3161917	3105727	2036582	1349581	1076662	1376999	2744095	3069958	2041982	421786	2878613	1771718	2629913	2239577	2654751	2725383	1237384	2888003
